sample_id,case_id,record_id,source_row_number,field_name,field_class,declared_type,extracted_null_status,historical_evaluator_verdict,stratum_population,stratum_sample,selection_probability,master_seed
EXT-15-f37ec99233ec,15,f6497a4a6737bcd4cd3543e8,787,ci_upper,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,2941,10,0.0034002040122407345,20260919
EXT-15-f662612d533f,15,225a19d7e8ba63e58ec7e3f6,1250,ci_upper,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,2941,10,0.0034002040122407345,20260919
EXT-15-3c7becddc2aa,15,4f9661c93ca5433601367ce9,781,effect_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,2941,10,0.0034002040122407345,20260919
EXT-15-fb2a08d3b93e,15,ecb61b269e8af70f8dae2eb3,576,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,2941,10,0.0034002040122407345,20260919
EXT-15-dfe86c88f7bc,15,a3dde2896d89196f5547bc94,184,effect_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,2941,10,0.0034002040122407345,20260919
EXT-15-831fa6efbd73,15,e93ad076608d6164e02be0a7,328,ci_upper,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,2941,10,0.0034002040122407345,20260919
EXT-16-4d2138d4ef47,16,2ffa3b784ff01e97f3f975db,177,water_body_type,categorical,categorical,nonnull,CORRECT,704,10,0.014204545454545454,20260919
EXT-16-b18b680626f1,16,76331211494f04a04a05f1b1,84,water_body_type,categorical,categorical,nonnull,CORRECT,704,10,0.014204545454545454,20260919
EXT-16-45acbb81639c,16,86bd8f723510e23046190150,11,study_design,categorical,categorical,nonnull,CORRECT,704,10,0.014204545454545454,20260919
EXT-16-bbadf6690d9a,16,7fc0e6a908c08f460fd2d7cb,186,polymer_type,categorical,categorical,nonnull,CORRECT,704,10,0.014204545454545454,20260919
EXT-16-7960bd0bfdc6,16,c84a8ab9ed19c5c571cb146d,110,study_design,categorical,categorical,nonnull,CORRECT,704,10,0.014204545454545454,20260919
EXT-16-556b4e697c5f,16,81daeb01394bc07eb517af7d,105,country,categorical,categorical,nonnull,CORRECT,704,10,0.014204545454545454,20260919
EXT-16-c637cc006e74,16,e1a87f491017e8fdfb593ed0,48,study_design,categorical,categorical,nonnull,CORRECT,704,10,0.014204545454545454,20260919
EXT-16-878601e0da49,16,8b8f2711472d55224756106f,14,study_design,categorical,categorical,nonnull,CORRECT,704,10,0.014204545454545454,20260919
EXT-16-7de8a9b8e2d9,16,1a0ad2701bbc7b8e99b4b6d4,194,country,categorical,categorical,nonnull,CORRECT,704,10,0.014204545454545454,20260919
EXT-16-efe7f3f30a77,16,dc91bf5dca74cd1d5cb64396,179,water_body_type,categorical,categorical,nonnull,CORRECT,704,10,0.014204545454545454,20260919
EXT-16-633b9894f471,16,9a5ff7812ec7b3c191142558,165,country,categorical,categorical,nonnull,UNVERIFIABLE,2,2,1.0,20260919
EXT-16-7ebff77934c6,16,c43eb25924003a1e44a71fe9,119,country,categorical,categorical,nonnull,UNVERIFIABLE,2,2,1.0,20260919
EXT-16-3e309b09a8a3,16,806d8c9817a169202c70207c,58,polymer_type,categorical,categorical,null,UNVERIFIABLE,94,10,0.10638297872340426,20260919
EXT-16-3f9107de6d7d,16,79a504c524bfec725b0a210a,81,country,categorical,categorical,null,UNVERIFIABLE,94,10,0.10638297872340426,20260919
EXT-16-1b377a37508c,16,e07cba4dad664d827830e3ff,191,study_design,categorical,categorical,null,UNVERIFIABLE,94,10,0.10638297872340426,20260919
EXT-16-c88f2b390f19,16,01fe742d81d229af49cd746b,19,polymer_type,categorical,categorical,null,UNVERIFIABLE,94,10,0.10638297872340426,20260919
EXT-16-9c9a2f610609,16,8c70b3eeafa5f6ded5fdab52,67,polymer_type,categorical,categorical,null,UNVERIFIABLE,94,10,0.10638297872340426,20260919
EXT-16-e3d5c0ca1577,16,69df6cf9669ea3692dc00a10,18,polymer_type,categorical,categorical,null,UNVERIFIABLE,94,10,0.10638297872340426,20260919
EXT-16-9ed5ed1b47c7,16,b5880dd820cd3a43956daa5c,197,country,categorical,categorical,null,UNVERIFIABLE,94,10,0.10638297872340426,20260919
EXT-16-bf730c123bdf,16,09612be17cebf5ddc70db8a0,133,country,categorical,categorical,null,UNVERIFIABLE,94,10,0.10638297872340426,20260919
EXT-16-19d7789ea148,16,26dce11b582177c7b2f66418,42,country,categorical,categorical,null,UNVERIFIABLE,94,10,0.10638297872340426,20260919
EXT-16-8e974e643c4e,16,3a8d8bfc6b483b9ebfb52989,147,country,categorical,categorical,null,UNVERIFIABLE,94,10,0.10638297872340426,20260919
EXT-16-16d21444fe7b,16,01fe742d81d229af49cd746b,19,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,178,10,0.056179775280898875,20260919
EXT-16-e053b364cb6d,16,af9598c426f4899207261ba9,13,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,178,10,0.056179775280898875,20260919
EXT-16-8be9af6e9bdd,16,20abffab3bf727ca1e03d46a,36,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,178,10,0.056179775280898875,20260919
EXT-16-8657c24907bb,16,79a504c524bfec725b0a210a,81,concentration_items_L,potentially_synthesis_critical,numeric,nonnull,CORRECT,178,10,0.056179775280898875,20260919
EXT-16-d4b44c07ae75,16,d129247b7b6b9414e7f764b0,40,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,178,10,0.056179775280898875,20260919
EXT-16-01efa4403f57,16,c3969bfca8a298f57b922b72,93,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,178,10,0.056179775280898875,20260919
EXT-16-d262750a88dc,16,81daeb01394bc07eb517af7d,105,concentration_items_L,potentially_synthesis_critical,numeric,nonnull,CORRECT,178,10,0.056179775280898875,20260919
EXT-16-bfd279650df0,16,81996e2becf3bc684f393c74,163,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,178,10,0.056179775280898875,20260919
EXT-16-55ef79adf12f,16,19c5f824b5ade4598c797164,132,concentration_items_L,potentially_synthesis_critical,numeric,nonnull,CORRECT,178,10,0.056179775280898875,20260919
EXT-16-2e97ca0ebd7c,16,2f0c022a1b7422aa7f7db305,43,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,178,10,0.056179775280898875,20260919
EXT-16-22acc141668e,16,b976ce877bdddd43a485acfd,9,concentration_items_L,potentially_synthesis_critical,numeric,nonnull,INCORRECT,33,10,0.30303030303030304,20260919
EXT-16-7b224dd12b65,16,de1da4102162956d75b91b0a,70,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,33,10,0.30303030303030304,20260919
EXT-16-05b23f37becb,16,2aaca77cbb2d8bd667b1dc8e,174,concentration_items_L,potentially_synthesis_critical,numeric,nonnull,INCORRECT,33,10,0.30303030303030304,20260919
EXT-16-60dbd5498af5,16,e9f3ba8c73dd64e517e9aa6a,161,concentration_items_L,potentially_synthesis_critical,numeric,nonnull,INCORRECT,33,10,0.30303030303030304,20260919
EXT-16-ab6cfc12bfbb,16,c5c485c4a980894975c0d7b9,87,concentration_items_L,potentially_synthesis_critical,numeric,nonnull,INCORRECT,33,10,0.30303030303030304,20260919
EXT-16-49c697cf5eff,16,15488817016f1f1557580946,59,concentration_items_L,potentially_synthesis_critical,numeric,nonnull,INCORRECT,33,10,0.30303030303030304,20260919
EXT-16-b3b83947f713,16,eec938c51ad6c740db122181,76,concentration_items_L,potentially_synthesis_critical,numeric,nonnull,INCORRECT,33,10,0.30303030303030304,20260919
EXT-16-89fdc15ae93f,16,aae93ff12ccf4fac3198135e,193,concentration_items_L,potentially_synthesis_critical,numeric,nonnull,INCORRECT,33,10,0.30303030303030304,20260919
EXT-16-093ab8ac08aa,16,74e6e6331abad17fbef9923f,183,concentration_items_L,potentially_synthesis_critical,numeric,nonnull,INCORRECT,33,10,0.30303030303030304,20260919
EXT-16-89cf688ab244,16,1e01104cce97f0ad0da673a7,139,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,33,10,0.30303030303030304,20260919
EXT-16-1650c20dc239,16,25fd80a5e04af32fe1b5189c,146,concentration_items_L,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,3,3,1.0,20260919
EXT-16-f212bf9b40af,16,9a5ff7812ec7b3c191142558,165,sample_size,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,3,3,1.0,20260919
EXT-16-c12cd7a728f3,16,dc04e6040fd0771c7c086639,2,concentration_items_L,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,3,3,1.0,20260919
EXT-16-6c45fc286390,16,6183c02be364766e1120c606,73,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,186,10,0.053763440860215055,20260919
EXT-16-64db10c3ca2a,16,6492a10a3ac603b0da3eb9a1,142,concentration_items_L,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,186,10,0.053763440860215055,20260919
EXT-16-ce28b777bceb,16,2d023a76aadd58da5893fc33,180,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,186,10,0.053763440860215055,20260919
EXT-16-1704452491dc,16,b5d66a2f5a8db100f0f9d417,3,concentration_items_L,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,186,10,0.053763440860215055,20260919
EXT-16-3d5fb4449b48,16,134827fe0a3fe548319dbf5e,101,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,186,10,0.053763440860215055,20260919
EXT-16-1566c1c9d61e,16,d129247b7b6b9414e7f764b0,40,concentration_items_L,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,186,10,0.053763440860215055,20260919
EXT-16-cb7d5fd3ee99,16,2104dc910ede2b3e024a873d,153,concentration_items_L,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,186,10,0.053763440860215055,20260919
EXT-16-b9e6184af520,16,2fdafcb84d1aef56db6d407e,156,concentration_items_L,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,186,10,0.053763440860215055,20260919
EXT-16-4bc57afe82c7,16,b5880dd820cd3a43956daa5c,197,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,186,10,0.053763440860215055,20260919
EXT-16-3218644cefff,16,2ffa3b784ff01e97f3f975db,177,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,186,10,0.053763440860215055,20260919
EXT-17-43e27fdd160f,17,6bf419fbba14b49f09ca11a4,64,benchmark,categorical,categorical,nonnull,CORRECT,682,10,0.01466275659824047,20260919
EXT-17-d1dd102928cd,17,729b8946b108c602442f1338,10,benchmark,categorical,categorical,nonnull,CORRECT,682,10,0.01466275659824047,20260919
EXT-17-0fbffdf1c610,17,9a0e7b70be3309065af2e7d2,35,study_design,categorical,categorical,nonnull,CORRECT,682,10,0.01466275659824047,20260919
EXT-17-4e6dad4d32cd,17,4122e6ba1f593c50e36577f7,119,task_type,categorical,categorical,nonnull,CORRECT,682,10,0.01466275659824047,20260919
EXT-17-dff6523e3e8a,17,140d80b796895b2ed22ce99e,50,study_design,categorical,categorical,nonnull,CORRECT,682,10,0.01466275659824047,20260919
EXT-17-02d1821dab71,17,c346611c6b3f608913f8ca56,76,model_name,categorical,categorical,nonnull,CORRECT,682,10,0.01466275659824047,20260919
EXT-17-e6d60d52bba0,17,8ba6c44ddd102a4fa69bf145,24,study_design,categorical,categorical,nonnull,CORRECT,682,10,0.01466275659824047,20260919
EXT-17-eaadf0785906,17,bd24aa4339bf0e7bc8c69ca6,32,study_design,categorical,categorical,nonnull,CORRECT,682,10,0.01466275659824047,20260919
EXT-17-06d61f105731,17,b33b3be236ff5009bb3c6548,143,task_type,categorical,categorical,nonnull,CORRECT,682,10,0.01466275659824047,20260919
EXT-17-f7260285cb37,17,4e737e4860010327fddd8dd5,172,task_type,categorical,categorical,nonnull,CORRECT,682,10,0.01466275659824047,20260919
EXT-17-aa476d43d5e5,17,45d3338b09f39002d09708b9,92,model_name,categorical,categorical,nonnull,INCORRECT,5,5,1.0,20260919
EXT-17-5541abd82342,17,fdd086e7e57b917f301ace27,176,model_name,categorical,categorical,nonnull,INCORRECT,5,5,1.0,20260919
EXT-17-30eba066ff52,17,e8f1cb51d0a8cf6cbbc4c782,12,model_name,categorical,categorical,nonnull,INCORRECT,5,5,1.0,20260919
EXT-17-dfe6cc0d017d,17,a96266d7d5ef0e0579560ec3,171,model_name,categorical,categorical,nonnull,INCORRECT,5,5,1.0,20260919
EXT-17-fab7a3872517,17,8ba6c44ddd102a4fa69bf145,24,model_name,categorical,categorical,nonnull,INCORRECT,5,5,1.0,20260919
EXT-17-aba8fc953263,17,b0b0dcc00076b08f62015b81,21,model_name,categorical,categorical,null,UNVERIFIABLE,113,10,0.08849557522123894,20260919
EXT-17-21ce262e4bfb,17,d6bab58ac3d880fd8a007f1c,78,model_name,categorical,categorical,null,UNVERIFIABLE,113,10,0.08849557522123894,20260919
EXT-17-3131e84efe63,17,fa11ac58ea7408c36915cb74,77,study_design,categorical,categorical,null,UNVERIFIABLE,113,10,0.08849557522123894,20260919
EXT-17-925d546b33a4,17,5abf4db0a9e8a26c197414e2,59,model_name,categorical,categorical,null,UNVERIFIABLE,113,10,0.08849557522123894,20260919
EXT-17-83d2175ce09e,17,dd4ccbbc031198e5aa0f5f0a,2,study_design,categorical,categorical,null,UNVERIFIABLE,113,10,0.08849557522123894,20260919
EXT-17-54033f7c7916,17,76456e0fb7f235b027457c92,100,study_design,categorical,categorical,null,UNVERIFIABLE,113,10,0.08849557522123894,20260919
EXT-17-5e87c52d978c,17,fa2ff0335ab50039134f6a2e,149,study_design,categorical,categorical,null,UNVERIFIABLE,113,10,0.08849557522123894,20260919
EXT-17-d8510edf8d51,17,3313f344bc637c598616997b,185,model_name,categorical,categorical,null,UNVERIFIABLE,113,10,0.08849557522123894,20260919
EXT-17-9af6d0516606,17,956a20c8950ed9f495548dc8,44,model_name,categorical,categorical,null,UNVERIFIABLE,113,10,0.08849557522123894,20260919
EXT-17-6b42f7293fff,17,caa179863ecb7c7f6af9a5ab,158,model_name,categorical,categorical,null,UNVERIFIABLE,113,10,0.08849557522123894,20260919
EXT-17-de8a550021a2,17,1e6535f3b8fbd35b231c4c31,109,parameter_count_B,other_numeric,numeric,nonnull,CORRECT,15,10,0.6666666666666666,20260919
EXT-17-da37c83eff29,17,7d237c02d4072abe9ad486d3,154,parameter_count_B,other_numeric,numeric,nonnull,CORRECT,15,10,0.6666666666666666,20260919
EXT-17-4e64f16b7fc5,17,5f9a6dbdc02fdde4e2b5f031,41,year,other_numeric,numeric,nonnull,CORRECT,15,10,0.6666666666666666,20260919
EXT-17-e722d17d3928,17,db2c18c95a153713e64ef63c,156,parameter_count_B,other_numeric,numeric,nonnull,CORRECT,15,10,0.6666666666666666,20260919
EXT-17-d673fb9667ba,17,ab5eef5e72a5d660c28b4e26,26,parameter_count_B,other_numeric,numeric,nonnull,CORRECT,15,10,0.6666666666666666,20260919
EXT-17-040bf7170929,17,fc4fc3fbc40695d3273ff271,138,year,other_numeric,numeric,nonnull,CORRECT,15,10,0.6666666666666666,20260919
EXT-17-20896bb279e5,17,3b13dbae294e881e8ef45035,17,year,other_numeric,numeric,nonnull,CORRECT,15,10,0.6666666666666666,20260919
EXT-17-60383d75c1dd,17,69b7f350dee62b4f50932569,198,year,other_numeric,numeric,nonnull,CORRECT,15,10,0.6666666666666666,20260919
EXT-17-bfc290bb30fb,17,b2ed22b12b1492267225f2c6,129,parameter_count_B,other_numeric,numeric,nonnull,CORRECT,15,10,0.6666666666666666,20260919
EXT-17-5d8bca74139f,17,b675335775ee0a1acb67ca9c,65,year,other_numeric,numeric,nonnull,CORRECT,15,10,0.6666666666666666,20260919
EXT-17-857d63e248a5,17,db2c18c95a153713e64ef63c,156,year,other_numeric,numeric,nonnull,INCORRECT,3,3,1.0,20260919
EXT-17-5763a4c8c9bd,17,f28aef89ebf57aad8ce7e909,31,parameter_count_B,other_numeric,numeric,nonnull,INCORRECT,3,3,1.0,20260919
EXT-17-f9789250f2a9,17,3b13dbae294e881e8ef45035,17,parameter_count_B,other_numeric,numeric,nonnull,INCORRECT,3,3,1.0,20260919
EXT-17-52381b0f2220,17,d65f04ced067f50f4cf7a330,16,year,other_numeric,numeric,null,UNVERIFIABLE,382,10,0.02617801047120419,20260919
EXT-17-7b6c6f8743b5,17,c97b0ac914fecb1fc2715734,136,year,other_numeric,numeric,null,UNVERIFIABLE,382,10,0.02617801047120419,20260919
EXT-17-31deb1c994a8,17,a96266d7d5ef0e0579560ec3,171,year,other_numeric,numeric,null,UNVERIFIABLE,382,10,0.02617801047120419,20260919
EXT-17-62371f33f9d4,17,729b8946b108c602442f1338,10,parameter_count_B,other_numeric,numeric,null,UNVERIFIABLE,382,10,0.02617801047120419,20260919
EXT-17-7b04185ee035,17,2eb8546b99673d7020ee01c3,84,parameter_count_B,other_numeric,numeric,null,UNVERIFIABLE,382,10,0.02617801047120419,20260919
EXT-17-34169a7a59fe,17,fe2cd99e709106184c3881c6,19,year,other_numeric,numeric,null,UNVERIFIABLE,382,10,0.02617801047120419,20260919
EXT-17-44c12ba0146e,17,af32eb767ed25c046a419e20,18,parameter_count_B,other_numeric,numeric,null,UNVERIFIABLE,382,10,0.02617801047120419,20260919
EXT-17-7431afe9b8b0,17,6e91d31daf6aa0c9a825d4db,162,year,other_numeric,numeric,null,UNVERIFIABLE,382,10,0.02617801047120419,20260919
EXT-17-3c98fcef8d5d,17,5d34b86e3713d7d1b34ed515,85,parameter_count_B,other_numeric,numeric,null,UNVERIFIABLE,382,10,0.02617801047120419,20260919
EXT-17-7ba180e058c8,17,414786f3ed94311ecdcb978e,160,year,other_numeric,numeric,null,UNVERIFIABLE,382,10,0.02617801047120419,20260919
EXT-17-1131995f56ca,17,67c6679ce40f30ec0db5702b,30,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,CORRECT,52,10,0.19230769230769232,20260919
EXT-17-36be32938778,17,0b63446626b12d4de9233e21,39,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,CORRECT,52,10,0.19230769230769232,20260919
EXT-17-829ab6258b1a,17,3832293b108ad28e64697d02,142,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,CORRECT,52,10,0.19230769230769232,20260919
EXT-17-045efa78939c,17,b083b353d811177421c332d1,23,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,CORRECT,52,10,0.19230769230769232,20260919
EXT-17-e7872a476a5a,17,7a21ddd9df545900438d072c,199,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,CORRECT,52,10,0.19230769230769232,20260919
EXT-17-5b47bea61daa,17,17f70f1c4c75a1a5114e4932,121,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,CORRECT,52,10,0.19230769230769232,20260919
EXT-17-6c0cdd2b4816,17,fa48bcd640e5f2b345d6b42b,94,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,CORRECT,52,10,0.19230769230769232,20260919
EXT-17-f836a1cf11c1,17,f8a2f03c825354e066998946,99,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,CORRECT,52,10,0.19230769230769232,20260919
EXT-17-5a8ab3a9975c,17,cd410ef0b03f5f4d0c3d6957,189,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,CORRECT,52,10,0.19230769230769232,20260919
EXT-17-66a362634bf5,17,882769bb98278ad9bba29474,88,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,CORRECT,52,10,0.19230769230769232,20260919
EXT-17-93e69ff1eebb,17,220ad6e873d0b4cd561dcd0a,28,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,INCORRECT,7,7,1.0,20260919
EXT-17-71698bed8ad0,17,a0075de4afb103c0531794bc,102,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,INCORRECT,7,7,1.0,20260919
EXT-17-3a6dbfcccc1c,17,bd24aa4339bf0e7bc8c69ca6,32,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,INCORRECT,7,7,1.0,20260919
EXT-17-faf6f36dd37b,17,a10b0db845c59afdd2d59c5f,27,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,INCORRECT,7,7,1.0,20260919
EXT-17-14c1e918507b,17,3471fd74d599a8c665f62ead,74,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,INCORRECT,7,7,1.0,20260919
EXT-17-1ca659595e06,17,8a463fb72c2abe54ecb5a229,8,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,INCORRECT,7,7,1.0,20260919
EXT-17-af425e72c6c2,17,5c31523730897d0a02171131,116,accuracy_percent,potentially_synthesis_critical,numeric,nonnull,INCORRECT,7,7,1.0,20260919
EXT-17-0c1b42d057bf,17,54c90851c20b08b4adb065c6,103,accuracy_percent,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,141,10,0.07092198581560284,20260919
EXT-17-cd4ef3703edb,17,cc091eede4354e9489fe6707,93,accuracy_percent,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,141,10,0.07092198581560284,20260919
EXT-17-5699610d63a1,17,4e737e4860010327fddd8dd5,172,accuracy_percent,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,141,10,0.07092198581560284,20260919
EXT-17-93dd9d5554f7,17,ef138aae4d78de1551288d7c,165,accuracy_percent,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,141,10,0.07092198581560284,20260919
EXT-17-bf7c70e63ab9,17,3313f344bc637c598616997b,185,accuracy_percent,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,141,10,0.07092198581560284,20260919
EXT-17-be776dd130af,17,db35a4eda0c300a710f283db,87,accuracy_percent,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,141,10,0.07092198581560284,20260919
EXT-17-1efb578cd537,17,b0b0dcc00076b08f62015b81,21,accuracy_percent,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,141,10,0.07092198581560284,20260919
EXT-17-f309bf1d6fba,17,11d33433b5715efdd461c138,191,accuracy_percent,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,141,10,0.07092198581560284,20260919
EXT-17-a4000559919e,17,c346611c6b3f608913f8ca56,76,accuracy_percent,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,141,10,0.07092198581560284,20260919
EXT-17-95dd77932aa3,17,f0223e8effaff24502999511,141,accuracy_percent,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,141,10,0.07092198581560284,20260919
EXT-18-fa60f6be9898,18,d5fd8173433be41cafc0e638,167,privacy_mechanism,categorical,categorical,nonnull,CORRECT,579,10,0.017271157167530225,20260919
EXT-18-87c488b89bb5,18,bb944707f070ffcc7aa35b76,162,study_design,categorical,categorical,nonnull,CORRECT,579,10,0.017271157167530225,20260919
EXT-18-caca9b5ae1d1,18,366a93a94f52f76076f934ac,26,privacy_mechanism,categorical,categorical,nonnull,CORRECT,579,10,0.017271157167530225,20260919
EXT-18-6911d355fa59,18,12464b93531b9271b42d0353,41,privacy_mechanism,categorical,categorical,nonnull,CORRECT,579,10,0.017271157167530225,20260919
EXT-18-c2cbf81b8bf5,18,b83c4c767664278fce14baa3,29,study_design,categorical,categorical,nonnull,CORRECT,579,10,0.017271157167530225,20260919
EXT-18-4d4a48cb0258,18,2a2f52e61624a10288be3926,71,aggregation_algorithm,categorical,categorical,nonnull,CORRECT,579,10,0.017271157167530225,20260919
EXT-18-675c45865d77,18,848beeedde63d2641c55d7b5,7,dataset,categorical,categorical,nonnull,CORRECT,579,10,0.017271157167530225,20260919
EXT-18-10ff930e3226,18,758e65d1de652eeeaa0715c4,96,study_design,categorical,categorical,nonnull,CORRECT,579,10,0.017271157167530225,20260919
EXT-18-1b233efca9cd,18,4a4b451d8164136aa60281fa,100,aggregation_algorithm,categorical,categorical,nonnull,CORRECT,579,10,0.017271157167530225,20260919
EXT-18-07f1937ed65a,18,053b4df0a5b4dd8267138cf3,93,privacy_mechanism,categorical,categorical,nonnull,CORRECT,579,10,0.017271157167530225,20260919
EXT-18-78d614788a32,18,e140cd563ab2c696682073bf,158,study_design,categorical,categorical,nonnull,INCORRECT,3,3,1.0,20260919
EXT-18-ed494802610c,18,7bfa30688ec571f7d2b0b354,99,aggregation_algorithm,categorical,categorical,nonnull,INCORRECT,3,3,1.0,20260919
EXT-18-50f087d8d5ab,18,227ec38a5060ebadd7b1f870,170,dataset,categorical,categorical,nonnull,INCORRECT,3,3,1.0,20260919
EXT-18-d93190fe8703,18,afe55bd01da9d9d61c1ec8b3,55,study_design,categorical,categorical,nonnull,UNVERIFIABLE,5,5,1.0,20260919
EXT-18-726023f49e5b,18,afe55bd01da9d9d61c1ec8b3,55,dataset,categorical,categorical,nonnull,UNVERIFIABLE,5,5,1.0,20260919
EXT-18-e61d0ebdecc3,18,bc071acfecaedfc828f7ddd4,160,study_design,categorical,categorical,nonnull,UNVERIFIABLE,5,5,1.0,20260919
EXT-18-83527c47b8de,18,bc071acfecaedfc828f7ddd4,160,dataset,categorical,categorical,nonnull,UNVERIFIABLE,5,5,1.0,20260919
EXT-18-0a4036570baf,18,9e83f88b5f7d257fe7ba21c8,109,aggregation_algorithm,categorical,categorical,nonnull,UNVERIFIABLE,5,5,1.0,20260919
EXT-18-dba4c80fb377,18,a735d1e685f8595a413b25b2,35,study_design,categorical,categorical,null,UNVERIFIABLE,213,10,0.046948356807511735,20260919
EXT-18-c14a2a9c2d61,18,a0490786ae42612d5bb83ab0,81,aggregation_algorithm,categorical,categorical,null,UNVERIFIABLE,213,10,0.046948356807511735,20260919
EXT-18-ffecb9c8a28e,18,ce4212b0f98ab904fa2a5bee,181,aggregation_algorithm,categorical,categorical,null,UNVERIFIABLE,213,10,0.046948356807511735,20260919
EXT-18-2b158343db41,18,e6c6629d8cfdaf71a09dec15,195,dataset,categorical,categorical,null,UNVERIFIABLE,213,10,0.046948356807511735,20260919
EXT-18-de6fcd91f3be,18,024a7f6e602336731087a045,94,dataset,categorical,categorical,null,UNVERIFIABLE,213,10,0.046948356807511735,20260919
EXT-18-23294df559b6,18,c04ebe1176e6db0840b17f83,126,dataset,categorical,categorical,null,UNVERIFIABLE,213,10,0.046948356807511735,20260919
EXT-18-79c063676f0b,18,19f2f1b6aed10f94e0c86aa1,191,privacy_mechanism,categorical,categorical,null,UNVERIFIABLE,213,10,0.046948356807511735,20260919
EXT-18-7f4e9a848792,18,44666c525f679ac4256332f5,17,aggregation_algorithm,categorical,categorical,null,UNVERIFIABLE,213,10,0.046948356807511735,20260919
EXT-18-af4b6db5de46,18,c589c7eb04e10eebc9687705,142,dataset,categorical,categorical,null,UNVERIFIABLE,213,10,0.046948356807511735,20260919
EXT-18-60212b164869,18,06feac385fb24e9357c471f8,134,dataset,categorical,categorical,null,UNVERIFIABLE,213,10,0.046948356807511735,20260919
EXT-18-92081766ad3a,18,b877fac496dba55ee1ff8ee8,3,n_clients,other_numeric,numeric,nonnull,CORRECT,20,10,0.5,20260919
EXT-18-4b24eb08a6f9,18,37211e905e083b02f34c02d8,76,privacy_budget_epsilon,other_numeric,numeric,nonnull,CORRECT,20,10,0.5,20260919
EXT-18-af46cc3a1c21,18,e7b39a8f1c8d8c8b824368f8,25,n_clients,other_numeric,numeric,nonnull,CORRECT,20,10,0.5,20260919
EXT-18-f5aabceaa9a4,18,5143d2487bf8b48da9897fd3,123,privacy_budget_epsilon,other_numeric,numeric,nonnull,CORRECT,20,10,0.5,20260919
EXT-18-65d4deb55bc2,18,d073645919f947288e093f16,31,n_clients,other_numeric,numeric,nonnull,CORRECT,20,10,0.5,20260919
EXT-18-ff41b831c9a2,18,45d1fc20fe5b19aea4fb0af1,147,n_clients,other_numeric,numeric,nonnull,CORRECT,20,10,0.5,20260919
EXT-18-733cad182c0d,18,be417d13a4d24507e9558ece,11,privacy_budget_epsilon,other_numeric,numeric,nonnull,CORRECT,20,10,0.5,20260919
